V,I,Ts,SOC,Tc,prev_SOC,prev_Tc
0.685155432371025,-0.26778853113968804,-1.6844490178327458,0.7,-1.68577397697073,0.7,-1.68577397697073
0.6843788558238678,-0.26543096539366706,-1.6844490178327458,0.6999996363898886,-1.6857739672359293,0.7,-1.68577397697073
0.6835885063453803,-0.26307341128177864,-1.6844490160404477,0.6999989091705632,-1.685773928102866,0.6999996363898886,-1.6857739672359293
0.6827844784223719,-0.2607158746210533,-1.684449007373423,0.6999978183438179,-1.6857738396534938,0.6999989091705632,-1.685773928102866
0.6819668724269433,-0.2583583612284783,-1.6844489840183157,0.6999963639123444,-1.6857736817054094,0.6999978183438179,-1.6857738396534938
0.6811357718602753,-0.25600087692098356,-1.6844489358852324,0.6999945458797313,-1.6857734338049681,0.6999963639123444,-1.6857736817054094
0.6802912805282292,-0.2536434275154273,-1.6844488509771647,0.6999923642504644,-1.685773075222724,0.6999945458797313,-1.6857734338049681
0.6794334900663231,-0.2512860188285816,-1.68444871569052,0.6999898190299266,-1.6857725849507406,0.6999923642504644,-1.685773075222724
0.6785624843963409,-0.248928656677118,-1.684448515059796,0.6999869102243981,-1.685771941701406,0.6999898190299266,-1.6857725849507406
0.6776783670428986,-0.24657134687759336,-1.6844482329569657,0.6999836378410559,-1.6857711239074582,0.6999869102243981,-1.685771941701406
0.6767812056634899,-0.2442140952464352,-1.6844478522541393,0.6999800018879745,-1.685770109722972,0.6999836378410559,-1.6857711239074582
0.6758711131706163,-0.24185690759992762,-1.6844473549564414,0.699976002374125,-1.6857688770251202,0.6999800018879745,-1.685770109722972
0.6749481589928444,-0.2394997897541968,-1.6844467223107384,0.6999716393093761,-1.68576740341655,0.699976002374125,-1.6857688770251202
0.6740124461967328,-0.23714274752519668,-1.6844459348947753,0.6999669127044931,-1.6857656662282372,0.6999716393093761,-1.68576740341655
0.6730640580528763,-0.23478578672869474,-1.684444972690412,0.6999618225711384,-1.685763642522733,0.6999669127044931,-1.6857656662282372
0.6721030668935839,-0.23242891318025743,-1.6844438151439733,0.6999563689218713,-1.6857613090976975,0.6999618225711384,-1.685763642522733
0.6711295761278928,-0.23007213269523588,-1.6844424412161312,0.6999505517701483,-1.6857586424896724,0.6999563689218713,-1.6857613090976975
0.6701436689950695,-0.22771545108875166,-1.6844408294232884,0.6999443711303226,-1.6857556189780232,0.6999505517701483,-1.6857586424896724
0.6691454114159644,-0.22535887417568243,-1.6844389578720704,0.6999378270176443,-1.6857522145890145,0.6999443711303226,-1.6857556189780232
0.6681349059070627,-0.22300240777064742,-1.68443680428821,0.6999309194482604,-1.685748405099981,0.6999378270176443,-1.6857522145890145
0.667112230742458,-0.2206460576879932,-1.684434346040881,0.6999236484392145,-1.6857441660435648,0.6999309194482604,-1.685748405099981
0.6660774544483529,-0.21828982974177943,-1.6844315601633284,0.6999160140084473,-1.6857394727119948,0.6999236484392145,-1.6857441660435648
0.6650306825527122,-0.2159337297457643,-1.6844284233704865,0.6999080161747958,-1.6857343001613914,0.6999160140084473,-1.6857394727119948
0.6639719718675982,-0.2135777635133904,-1.6844249120741437,0.699899654957994,-1.6857286232160804,0.6999080161747958,-1.6857343001613914
0.662901417850534,-0.2112219368577701,-1.6844210023961117,0.6998909303786722,-1.6857224164729039,0.699899654957994,-1.6857286232160804
0.6618190899187242,-0.20886625559167155,-1.6844166701797565,0.6998818424583576,-1.6857156543055203,0.6998909303786722,-1.6857224164729039
0.6607250784890512,-0.2065107255275041,-1.6844118910001995,0.6998723912194736,-1.6857083108686826,0.6998818424583576,-1.6857156543055203
0.6596194536026336,-0.20415535247730407,-1.68440664017343,0.6998625766853404,-1.685700360102491,0.6998723912194736,-1.6857083108686826
0.6585022873986492,-0.20180014225272022,-1.684400892764517,0.6998523988801741,-1.685691775736615,0.6998625766853404,-1.685700360102491
0.6573736707224634,-0.1994451006649997,-1.6843946235950915,0.6998418578290878,-1.685682531294482,0.6998523988801741,-1.685691775736615
0.6562336688984769,-0.19709023352497357,-1.684387807250214,0.6998309535580902,-1.6856726000974243,0.6998418578290878,-1.685682531294482
0.6550823588389513,-0.19473554664304238,-1.684380418084749,0.6998196860940866,-1.6856619552687901,0.6998309535580902,-1.6856726000974243
0.6539198217049715,-0.19238104582916185,-1.6843724302293157,0.6998080554648783,-1.6856505697380118,0.6998196860940866,-1.6856619552687901
0.6527461217392332,-0.1900267368928288,-1.6843638175958935,0.6997960616991629,-1.685638416244629,0.6998080554648783,-1.6856505697380118
0.6515613419083619,-0.1876726256430665,-1.6843545538831386,0.6997837048265335,-1.6856254673422724,0.6997960616991629,-1.685638416244629
0.6503655498219623,-0.18531871788841034,-1.6843446125814487,0.6997709848774797,-1.6856116954025973,0.6997837048265335,-1.6856254673422724
0.6491588199488987,-0.1829650194368938,-1.6843339669778241,0.6997579018833866,-1.6855970726191762,0.6997709848774797,-1.6856116954025973
0.6479412274474285,-0.18061153609603378,-1.6843225901605483,0.6997444558765352,-1.6855815710113458,0.6997579018833866,-1.6855970726191762
0.6467128510768628,-0.1782582736728165,-1.6843104550237142,0.6997306468901023,-1.6855651624280075,0.6997444558765352,-1.6855815710113458
0.6454737353774106,-0.17590523797368307,-1.6842975342716164,0.6997164749581601,-1.6855478185513828,0.6997306468901023,-1.6855651624280075
0.6442239820174246,-0.17355243480451513,-1.684283800423026,0.6997019401156765,-1.6855295109007247,0.6997164749581601,-1.6855478185513828
0.6429636395407613,-0.17119986997062064,-1.6842692258153626,0.6996870423985148,-1.6855102108359836,0.6997019401156765,-1.6855295109007247
0.6416927891555814,-0.16884754927671944,-1.6842537826087687,0.6996717818434334,-1.6854898895614292,0.6996870423985148,-1.6855102108359836
0.6404114911921985,-0.16649547852692909,-1.6842374427901068,0.6996561584880864,-1.685468518129228,0.6996717818434334,-1.6854898895614292
0.6391198226212866,-0.1641436635247502,-1.6842201781768718,0.6996401723710228,-1.6854460674429748,0.6996561584880864,-1.685468518129228
0.6378178362668161,-0.1617921100730527,-1.6842019604210372,0.699623823531687,-1.685422508261186,0.6996401723710228,-1.6854460674429748
0.6365056217570039,-0.15944082397406076,-1.6841827610128361,0.6996071120104178,-1.685397811200745,0.699623823531687,-1.685422508261186
0.6351832397902646,-0.15708981102933925,-1.6841625512844787,0.6995900378484494,-1.6853719467403065,0.6996071120104178,-1.685397811200745
0.6338507390499655,-0.15473907703977885,-1.6841413024138099,0.6995726010879105,-1.6853448852236603,0.6995900378484494,-1.6853719467403065
0.6325082009285651,-0.15238862780558196,-1.6841189854279177,0.6995548017718247,-1.6853165968630512,0.6995726010879105,-1.6853448852236603
0.63115569484295,-0.15003846912624852,-1.684095571206683,0.69953663994411,-1.685287051742459,0.6995548017718247,-1.6853165968630512
0.6297932696530837,-0.14768860680056134,-1.684071030486282,0.6995181156495788,-1.6852562198208383,0.69953663994411,-1.685287051742459
0.6284210120715574,-0.14533904662657215,-1.6840453338626384,0.699499228933938,-1.6852240709353161,0.6995181156495788,-1.6852562198208383
0.6270389724822487,-0.1429897944015871,-1.6840184517948313,0.6994799798437887,-1.6851905748043527,0.699499228933938,-1.6852240709353161
0.625647203120622,-0.14064085592215259,-1.6839903546084534,0.6994603684266262,-1.6851557010308607,0.6994799798437887,-1.6851905748043527
0.6242457956462034,-0.13829223698404078,-1.683961012498927,0.6994403947308396,-1.685119419105286,0.6994603684266262,-1.6851557010308607
0.6228347898804635,-0.1359439433822354,-1.6839303955347777,0.6994200588057121,-1.6850816984086514,0.6994403947308396,-1.685119419105286
0.6214142614284438,-0.1335959809109175,-1.6838984736608613,0.6993993607014206,-1.685042508215561,0.6994200588057121,-1.6850816984086514
0.6199842582870546,-0.1312483553634511,-1.683865216701554,0.6993783004690355,-1.6850018176971682,0.6993993607014206,-1.685042508215561
0.6185448644119372,-0.12890107253236885,-1.6838305943638983,0.6993568781605208,-1.6849595959241077,0.6993783004690355,-1.6850018176971682
0.6170961187884397,-0.12655413820935776,-1.683794576240711,0.6993350938287342,-1.6849158118693874,0.6993568781605208,-1.6849595959241077
0.6156380900592714,-0.12420755818524502,-1.683757131813649,0.699312947527426,-1.6848704344112495,0.6993350938287342,-1.6849158118693874
0.61417084198599,-0.12186133824998353,-1.683718230456241,0.6992904393112402,-1.684823432335991,0.699312947527426,-1.6848704344112495
0.6126944289689701,-0.1195154841926378,-1.6836778414368747,0.6992675692357136,-1.6847747743407535,0.6992904393112402,-1.684823432335991
0.6112089133470595,-0.1171700018013695,-1.6836359339217517,0.6992443373572759,-1.6847244290362757,0.6992675692357136,-1.6847747743407535
0.609714354222824,-0.11482489686342325,-1.6835924769778037,0.6992207437332493,-1.6846723649496114,0.6992443373572759,-1.6847244290362757
0.6082108169146273,-0.1124801751651124,-1.6835474395755694,0.6991967884218487,-1.6846185505268159,0.6992207437332493,-1.6846723649496114
0.6066983514285745,-0.11013584249180462,-1.6835007905920414,0.6991724714821816,-1.6845629541355962,0.6991967884218487,-1.6846185505268159
